     HJD      MAG_2  MAG_0  MAG_1  MAG_3  MAG_4    MER_2 MER_0 MER_1 MER_3 MER_4 GRADE FRAME
   3525.51859 10.099 10.154 10.111 10.088 10.086    0.032 0.080 0.040 0.033 0.035  A 145457
   3529.54304 10.076 10.029 10.064 10.085 10.082    0.042 0.082 0.051 0.043 0.047  B 146162
   3539.48411 10.124 10.134 10.123 10.118 10.117    0.035 0.060 0.041 0.036 0.041  A 146984
   3543.48268 10.201 10.284 10.213 10.190 10.189    0.031 0.039 0.032 0.034 0.037  A 147504
   3547.48241  9.844  9.825  9.853  9.830  9.827    0.029 0.051 0.036 0.030 0.033  A 147981
   3556.46476 10.214 10.187 10.215 10.218 10.217    0.026 0.058 0.030 0.028 0.031  A 149017
   3674.86720 10.071 10.039 10.056 10.067 10.062    0.028 0.039 0.032 0.031 0.036  A 164765
   3701.85217 10.193 10.171 10.166 10.213 10.214    0.034 0.040 0.035 0.039 0.047  A 168250
   3705.85761 10.081 10.048 10.077 10.075 10.072    0.030 0.042 0.031 0.033 0.040  A 168778
   3713.83620 10.054 10.038 10.053 10.047 10.040    0.028 0.052 0.033 0.029 0.032  A 169618
   3717.83384 10.254 10.317 10.263 10.258 10.265    0.031 0.055 0.035 0.033 0.039  A 170145
   3721.83826  9.875  9.977  9.897  9.858  9.852    0.033 0.068 0.037 0.036 0.041  A 170624
   3728.79596 10.162 10.137 10.150 10.157 10.137    0.030 0.046 0.032 0.033 0.038  A 171467
   3732.78792 10.187 10.119 10.181 10.184 10.176    0.035 0.075 0.040 0.039 0.044  A 171871
   3735.79821  9.849  9.810  9.841  9.852  9.853    0.030 0.049 0.031 0.033 0.039  A 172265
   3741.79050 10.173 10.132 10.171 10.176 10.170    0.032 0.072 0.038 0.033 0.037  A 173075
   3744.78119 10.254 10.274 10.265 10.258 10.246    0.028 0.047 0.031 0.031 0.036  A 173462
   3747.77408  9.899  9.844  9.895  9.897  9.885    0.029 0.047 0.032 0.033 0.039  A 173859
   3750.77155 10.516 10.631 10.543 10.505 10.491    0.031 0.043 0.032 0.034 0.039  A 174286
   3754.80020 10.228 10.130 10.218 10.224 10.215    0.039 0.086 0.042 0.044 0.050  B 174834
   3757.74116 10.216 10.205 10.202 10.216 10.208    0.033 0.073 0.040 0.035 0.040  A 175234
   3760.74329  9.972  9.920  9.962  9.977  9.973    0.035 0.088 0.042 0.036 0.039  B 175654
   3763.73308  9.852  9.857  9.855  9.851  9.851    0.042 0.073 0.043 0.045 0.050  A 176045
   3766.71854  9.910  9.855  9.916  9.909  9.911    0.041 0.088 0.048 0.043 0.046  B 176462
   3769.70914 10.149 10.114 10.150 10.148 10.148    0.032 0.059 0.037 0.032 0.037  A 176851
   3772.70136 10.242 10.254 10.242 10.241 10.232    0.029 0.072 0.035 0.030 0.033  A 177233
   3774.82087  9.883  9.858  9.877  9.893  9.890    0.033 0.058 0.037 0.036 0.039  A 177558
   3787.69924  9.957  9.911  9.948  9.963  9.965    0.034 0.069 0.039 0.037 0.043  A 178859
   3789.75526  9.934  9.932  9.923  9.942  9.947    0.041 0.093 0.050 0.043 0.047  B 179150
   3792.67886  9.876  9.876  9.869  9.888  9.890    0.033 0.053 0.036 0.034 0.039  A 179565
   3794.72805 10.223 10.211 10.224 10.221 10.216    0.031 0.058 0.036 0.034 0.040  A 179867
   3797.63249 10.167 10.121 10.159 10.165 10.158    0.034 0.042 0.034 0.036 0.039  A 180254
   3799.69871 10.078 10.038 10.070 10.088 10.094    0.030 0.059 0.034 0.032 0.037  A 180556
   3802.63005 10.032 10.029 10.054 10.031 10.033    0.039 0.066 0.044 0.043 0.052  A 180890
   3805.60879  9.882  9.892  9.883  9.864  9.875    0.032 0.046 0.034 0.035 0.039  A 181304
   3809.64563 10.166 10.070 10.156 10.175 10.168    0.041 0.090 0.046 0.045 0.050  B 181824
   3811.65093 10.247 10.254 10.255 10.243 10.244    0.035 0.074 0.042 0.038 0.042  A 182140
   3813.66295 10.029  9.952 10.027 10.026 10.026    0.043 0.086 0.045 0.049 0.057  B 182464
   3815.67346  9.884  9.878  9.881  9.885  9.880    0.037 0.058 0.041 0.039 0.043  A 182789
   3817.69468  9.951  9.921  9.967  9.951  9.952    0.040 0.093 0.049 0.040 0.043  B 183110
   3819.74429 10.242 10.294 10.247 10.255 10.263    0.044 0.085 0.049 0.045 0.050  B 183450
   3822.58901 10.028 10.064 10.031 10.023 10.014    0.029 0.071 0.035 0.030 0.034  A 183882
   3824.62333 10.261 10.208 10.252 10.273 10.277    0.032 0.073 0.036 0.034 0.039  A 184226
   3826.62370 10.189 10.168 10.181 10.191 10.189    0.033 0.059 0.044 0.032 0.038  A 184564
   3828.64012  9.916 10.071  9.944  9.898  9.884    0.035 0.086 0.041 0.036 0.039  B 184913
   3830.69408 10.302 10.254 10.298 10.301 10.292    0.035 0.080 0.042 0.037 0.041  A 185261
   3836.57255 10.077 10.161 10.082 10.081 10.073    0.036 0.066 0.041 0.040 0.047  A 186261
   3848.57068 10.003 10.002 10.008  9.998 10.000    0.042 0.076 0.049 0.046 0.054  A 186890
   3850.60365 10.229 10.265 10.227 10.237 10.227    0.036 0.092 0.045 0.037 0.039  B 187240
   3852.59945 10.173 10.236 10.188 10.174 10.169    0.043 0.087 0.052 0.042 0.047  B 187592
   3854.61023  9.893  9.880  9.890  9.885  9.887    0.033 0.053 0.036 0.034 0.038  A 187962
   3856.66192  9.953  9.868  9.939  9.950  9.950    0.036 0.068 0.041 0.038 0.043  A 188243
   3864.49613 10.091 10.084 10.092 10.081 10.083    0.045 0.086 0.054 0.046 0.048  B 189485
   3866.50368 10.239 10.322 10.258 10.234 10.235    0.036 0.084 0.042 0.038 0.043  B 189842
   3868.54401  9.997 10.038 10.010  9.986  9.986    0.045 0.076 0.052 0.048 0.053  B 190163
   3870.54888  9.844  9.815  9.843  9.840  9.837    0.025 0.043 0.029 0.026 0.030  A 190525
   3872.55985  9.869  9.824  9.860  9.862  9.852    0.037 0.089 0.044 0.038 0.042  B 190903
   3876.56083 10.251 10.272 10.261 10.243 10.243    0.033 0.079 0.042 0.035 0.038  A 191314
   3882.54488  9.897  9.888  9.896  9.899  9.908    0.026 0.044 0.029 0.027 0.030  A 192062
   3886.54625  9.968  9.947  9.963  9.962  9.962    0.032 0.047 0.035 0.033 0.037  A 192439
   3891.45397 10.104 10.084 10.100 10.107 10.110    0.026 0.042 0.030 0.028 0.031  A 193291
   3893.51939 10.147 10.153 10.152 10.140 10.132    0.031 0.045 0.036 0.031 0.035  A 193669
   3897.50121  9.850  9.800  9.851  9.838  9.838    0.031 0.061 0.034 0.033 0.038  A 194159
   3900.47847  9.888  9.948  9.895  9.888  9.887    0.030 0.064 0.033 0.032 0.037  A 194607
   3902.50479 10.148 10.155 10.159 10.129 10.126    0.030 0.052 0.034 0.034 0.038  A 194992
   3905.46542 10.219 10.216 10.214 10.215 10.204    0.034 0.062 0.038 0.036 0.038  A 195541
   3907.48718 10.116 10.125 10.117 10.114 10.097    0.036 0.091 0.045 0.036 0.038  B 195935
   4105.79014 10.216 10.245 10.224 10.202 10.208    0.028 0.047 0.031 0.031 0.035  A 210872
   4109.82789 99.999 99.999 99.999 99.999 99.999    0.040 0.085 0.047 0.042 0.045  C 211307
   4125.78261  9.850  9.806  9.831  9.858  9.872    0.035 0.071 0.039 0.039 0.044  A 211585
   4128.72809  9.868  9.864  9.869  9.869  9.873    0.027 0.043 0.030 0.028 0.032  A 211961
   4136.85010  9.870  9.873  9.871  9.866  9.865    0.036 0.057 0.043 0.040 0.044  A 213054
   4139.69965  9.892  9.924  9.904  9.901  9.906    0.024 0.038 0.027 0.025 0.027  A 213448
   4141.72980  9.903  9.851  9.885  9.903  9.898    0.034 0.057 0.042 0.035 0.037  A 213737
   4143.73383 10.103 10.119 10.114 10.104 10.100    0.034 0.053 0.037 0.035 0.037  A 214030
   4145.81313 10.140 10.117 10.141 10.134 10.136    0.028 0.063 0.033 0.030 0.033  A 214321
   4149.69088 10.215 10.268 10.222 10.228 10.230    0.032 0.059 0.036 0.035 0.041  A 214674
   4151.74174  9.858  9.860  9.857  9.854  9.852    0.028 0.056 0.035 0.029 0.031  A 214996
   4153.72363  9.893  9.870  9.895  9.889  9.889    0.048 0.092 0.050 0.050 0.052  B 215305
   4160.59725  9.996 10.070 10.008  9.982  9.977    0.038 0.047 0.036 0.041 0.043  A 216288
   4164.67922  9.918 10.019  9.937  9.921  9.922    0.038 0.084 0.050 0.040 0.044  B 216916
   4167.66003  9.842  9.765  9.824  9.850  9.844    0.034 0.085 0.043 0.034 0.036  B 217321
   4172.70326 10.237 10.161 10.231 10.237 10.232    0.030 0.069 0.039 0.031 0.035  A 217933
   4174.71544 10.095 10.109 10.092 10.092 10.101    0.045 0.066 0.047 0.048 0.050  A 218255
   4177.69502  9.841  9.775  9.839  9.840  9.839    0.037 0.077 0.044 0.038 0.040  A 218626
   4180.62578  9.862  9.941  9.894  9.865  9.873    0.053 0.066 0.050 0.057 0.062  D 218983
   4182.65916  9.952  9.974  9.954  9.949  9.947    0.037 0.072 0.043 0.039 0.042  A 219267
   4184.65636 10.143 10.205 10.130 10.147 10.144    0.039 0.068 0.040 0.046 0.050  A 219557
   4193.61034  9.889  9.977  9.901  9.889  9.898    0.032 0.067 0.040 0.034 0.037  A 220723
   4196.62755  9.971  9.997  9.985  9.960  9.957    0.045 0.071 0.048 0.050 0.055  A 221042
   4198.67014 10.278 10.371 10.297 10.260 10.261    0.048 0.076 0.050 0.056 0.066  D 221314
   4204.61459  9.934  9.971  9.932  9.938  9.935    0.032 0.065 0.040 0.032 0.036  A 221940
   4207.65154  9.901  9.897  9.896  9.909  9.908    0.033 0.072 0.039 0.035 0.039  A 222229
   4213.63420 10.234 10.203 10.212 10.250 10.236    0.035 0.063 0.040 0.036 0.039  A 222584
   4229.48741 10.178 10.232 10.132 10.187 10.185    0.027 0.062 0.042 0.026 0.028  A 223461
   4231.48705 10.276 10.234 10.275 10.270 10.265    0.026 0.055 0.033 0.026 0.029  A 223820
   4233.50945  9.894  9.847  9.892  9.902 99.999    0.040 0.055 0.048 0.040 0.042  C 224173
   4235.51225  9.843  9.846  9.847  9.843  9.839    0.029 0.072 0.038 0.029 0.032  A 224542
   4237.56077  9.989  9.983  9.974 10.011 10.028    0.089 0.081 0.076 0.107 0.117  D 224852
   4246.46290 10.171 10.117 10.157 10.176 10.175    0.042 0.055 0.042 0.052 0.059  D 226158
   4253.52032 10.202 10.195 10.196 10.199 10.196    0.029 0.051 0.040 0.028 0.030  A 226807
   4256.53497  9.909  9.956  9.922  9.905  9.882    0.132 0.072 0.090 0.180 0.205  D 227216
   4258.53799  9.756  9.839  9.785  9.741  9.718    0.122 0.082 0.089 0.170 0.198  D 227484
   4274.47935  9.843  9.848  9.850  9.847  9.847    0.036 0.051 0.041 0.037 0.039  A 228636
   4278.46717 10.007  9.997 10.007  9.996  9.992    0.027 0.037 0.032 0.027 0.030  A 229094
   4283.47502 10.188 10.178 10.201 10.168 10.166    0.039 0.070 0.044 0.044 0.050  A 229583
   4286.46287  9.883  9.911  9.881  9.882  9.884    0.033 0.063 0.041 0.034 0.037  A 230111
   4290.46259  9.961  9.995  9.956  9.969  9.964    0.026 0.039 0.035 0.027 0.029  A 230456
   4429.83276 10.219 10.201 10.219 10.211 10.210    0.032 0.043 0.036 0.035 0.038  A 247366
   4438.82857  9.855  9.878  9.875  9.860  9.851    0.033 0.054 0.035 0.037 0.041  A 248468
   4442.81870 10.203 10.195 10.193 10.201 10.193    0.029 0.043 0.035 0.030 0.032  A 248927
   4455.80620 10.217 10.208 10.218 10.223 10.224    0.027 0.041 0.031 0.029 0.033  A 250394
   4458.82037 10.117 10.128 10.121 10.114 10.098    0.029 0.045 0.035 0.031 0.036  A 250758
   4464.85763 10.075 10.082 10.084 10.069 10.067    0.028 0.048 0.034 0.028 0.033  A 251484
   4467.79936 10.149 10.156 10.152 10.154 10.143    0.031 0.041 0.035 0.034 0.038  A 251806
   4470.79217 10.345 10.289 10.346 10.343 10.331    0.050 0.055 0.048 0.053 0.058  B 252147
   4474.79051  9.859  9.914  9.873  9.870  9.870    0.058 0.055 0.055 0.061 0.065  D 252516
   4478.74525  9.845  9.888  9.856  9.843  9.837    0.041 0.051 0.043 0.042 0.045  A 252912
   4485.75672 10.210 10.184 10.209 10.200 10.194    0.030 0.048 0.035 0.032 0.037  A 253629
   4487.78221  9.884  9.870  9.886  9.881  9.883    0.031 0.056 0.038 0.033 0.038  A 253872
   4491.78340 10.028  9.984 10.021 10.023 10.020    0.026 0.043 0.033 0.029 0.033  A 254327
   4493.83003 10.256 10.290 10.259 10.262 10.258    0.029 0.055 0.037 0.030 0.033  A 254589
   4497.75264 10.239 10.203 10.235 10.233 10.233    0.031 0.038 0.033 0.033 0.037  A 254792
   4500.70789 10.104 10.140 10.093 10.112 10.110    0.048 0.078 0.051 0.053 0.060  D 255166
   4503.70044  9.862  9.858  9.863  9.852  9.852    0.031 0.044 0.035 0.032 0.036  A 255584
   4505.79317 10.143 10.091 10.118 10.141 10.139    0.038 0.071 0.045 0.040 0.046  A 255899
   4508.69125 10.064 10.117 10.079 10.066 10.068    0.036 0.075 0.043 0.036 0.039  A 256295
   4510.72558 10.265 10.270 10.273 10.264 10.261    0.029 0.041 0.032 0.031 0.035  A 256576
   4512.75249  9.903  9.866  9.899  9.904  9.902    0.036 0.073 0.043 0.038 0.042  A 256862
   4519.70839  9.977  9.890  9.968  9.977  9.976    0.038 0.075 0.045 0.039 0.043  A 257593
   4521.72450 10.223 10.239 10.223 10.229 10.229    0.030 0.062 0.038 0.030 0.033  A 257872
   4523.75180 10.177 10.130 10.183 10.170 10.164    0.026 0.046 0.032 0.027 0.029  A 258190
   4525.81044  9.851  9.884  9.850  9.845  9.845    0.035 0.085 0.049 0.036 0.039  B 258490
   4528.63545 10.100 10.106 10.103 10.102 10.098    0.034 0.044 0.037 0.036 0.040  A 258880
   4530.70196  9.857  9.793  9.857  9.849  9.850    0.031 0.065 0.038 0.030 0.032  A 259204
   4532.78516 10.256 10.264 10.235 10.254 10.250    0.034 0.064 0.041 0.035 0.038  A 259532
   4536.62039 10.099 10.051 10.093 10.101 10.108    0.032 0.071 0.048 0.035 0.039  A 259923
   4538.66278 10.256 10.291 10.263 10.262 10.257    0.035 0.065 0.041 0.036 0.040  A 260234
   4540.68282  9.881  9.799  9.844  9.886  9.873    0.044 0.076 0.049 0.047 0.053  A 260524
   4546.62964  9.951 10.001  9.951  9.951  9.948    0.045 0.085 0.049 0.049 0.057  B 261433
   4548.62549 10.075 10.135 10.093 10.064 10.061    0.035 0.070 0.041 0.038 0.044  A 261769
   4550.68652 10.195 10.161 10.190 10.201 10.201    0.030 0.057 0.037 0.033 0.036  A 261981
   4552.74866  9.838  9.898  9.849  9.843  9.846    0.038 0.072 0.043 0.040 0.044  A 262284
   4555.56148 10.205 10.225 10.210 10.193 10.187    0.028 0.054 0.035 0.029 0.033  A 262674
   4557.59213  9.885  9.848  9.890  9.888  9.891    0.030 0.058 0.037 0.032 0.034  A 263010
   4559.62676  9.937  9.980  9.939  9.935  9.930    0.036 0.072 0.043 0.037 0.041  A 263352
   4561.66733 10.233 10.170 10.241 10.213 10.204    0.027 0.046 0.033 0.028 0.031  A 263704
   4563.68241 10.207 10.220 10.214 10.203 10.200    0.042 0.103 0.057 0.041 0.040  B 264039
   4566.54330 10.231 10.269 10.235 10.245 10.241    0.039 0.067 0.044 0.041 0.045  A 264497
   4568.57343 10.095 10.026 10.089 10.093 10.094    0.031 0.058 0.037 0.034 0.038  A 264817
   4574.55427  9.902  9.893  9.904  9.906  9.908    0.032 0.051 0.036 0.036 0.040  A 265809
   4576.57849 10.126 10.068 10.116 10.134 10.129    0.044 0.079 0.047 0.049 0.055  A 266132
   4580.57063 10.197 10.214 10.205 10.194 10.190    0.030 0.048 0.033 0.033 0.038  A 266538
   4583.65028  9.946  9.940  9.953  9.942 99.999    0.026 0.041 0.032 0.028 0.032  C 266778
   4586.63868 10.137 10.149 10.135 10.146 10.164    0.028 0.041 0.036 0.031 0.033  A 267115
   4589.56629 10.149 10.178 10.164 10.151 10.150    0.031 0.064 0.039 0.033 0.035  A 267581
   4591.60971 10.199 10.221 10.198 10.197 10.190    0.034 0.060 0.040 0.037 0.041  A 267946
   4594.51633 10.220 10.223 10.214 10.228 10.236    0.032 0.058 0.041 0.033 0.036  A 268439
   4596.52248  9.886  9.901  9.895  9.885  9.899    0.043 0.055 0.046 0.048 0.056  A 268810
   4601.48088  9.863  9.844  9.850  9.865  9.866    0.029 0.060 0.037 0.030 0.033  A 269513
   4603.56640 10.164 10.276 10.216 10.137 10.140    0.104 0.087 0.094 0.128 0.152  D 269861
   4607.56618  9.913  9.958  9.925  9.912  9.912    0.039 0.076 0.046 0.039 0.043  A 270146
   4610.49761  9.898  9.916  9.899  9.892  9.905    0.032 0.070 0.039 0.033 0.035  A 270548
   4616.55628 10.227 10.221 10.220 10.224 10.213    0.027 0.046 0.037 0.028 0.029  A 271148
   4620.50668 10.195 10.227 10.200 10.191 10.184    0.031 0.058 0.039 0.031 0.033  A 271611
   4623.50487  9.866  9.881  9.876  9.864  9.866    0.028 0.051 0.035 0.029 0.032  A 272026
   4628.45919  9.931  9.976  9.937  9.926  9.932    0.030 0.064 0.037 0.031 0.034  A 272827
   4630.50776 10.223 10.232 10.234 10.223 10.223    0.032 0.061 0.040 0.034 0.037  A 273198
   4633.47812 10.225 10.199 10.224 10.221 10.217    0.033 0.060 0.038 0.037 0.042  A 273706
   4641.47494 10.008 10.050 10.002 10.018 10.019    0.031 0.061 0.037 0.033 0.036  A 274306
   4643.48473 10.218 10.206 10.222 10.219 10.215    0.031 0.050 0.037 0.033 0.037  A 274670
   4645.49683 10.224 10.233 10.225 10.229 10.227    0.027 0.046 0.031 0.027 0.030  A 275016
   4648.48258  9.890  9.802  9.891  9.880  9.877    0.038 0.111 0.056 0.039 0.055  B 275482
   4656.46483 10.196 10.236 10.237 10.192 10.189    0.035 0.069 0.049 0.034 0.038  A 276861
   4770.86730 10.032 10.013 10.032 10.028 10.029    0.031 0.040 0.035 0.035 0.039  A 291522
   4776.86294  9.976  9.975  9.985  9.970  9.972    0.033 0.046 0.036 0.036 0.043  A 292299
   4793.84185 10.309 10.329 10.303 10.325 10.330    0.034 0.046 0.036 0.039 0.045  A 294246
   4798.83961  9.879  9.861  9.878  9.869  9.861    0.026 0.036 0.031 0.027 0.030  A 294782
   4802.81898  9.926  9.941  9.943  9.921  9.923    0.030 0.047 0.034 0.031 0.034  A 295290
   4806.81491 10.204 10.157 10.201 10.200 10.193    0.030 0.067 0.038 0.031 0.033  A 295792
   4810.81864  9.923  9.913  9.921  9.926  9.918    0.028 0.049 0.033 0.030 0.033  A 296325
   4814.80518  9.866  9.870  9.876  9.857  9.861    0.032 0.053 0.037 0.033 0.036  A 296719
   4820.80860 10.262 10.298 10.265 10.258 10.261    0.028 0.040 0.032 0.028 0.031  A 297398
   4823.85194  9.864  9.847  9.862  9.867  9.863    0.025 0.042 0.030 0.027 0.030  A 297813
   4826.84864  9.932  9.944  9.936  9.934  9.941    0.034 0.043 0.035 0.037 0.041  A 298177
   4829.82635 10.107 10.106 10.103 10.102 10.097    0.026 0.042 0.031 0.027 0.030  A 298575
   4835.79357 10.080 10.066 10.087 10.078 10.084    0.034 0.058 0.038 0.037 0.042  A 299303
   4838.78226  9.850  9.901  9.853  9.849  9.853    0.034 0.049 0.036 0.036 0.037  A 299692
   4846.81224 10.208 10.197 10.202 10.220 10.229    0.028 0.044 0.032 0.031 0.034  A 300611
   4849.75385 99.999 99.999 99.999 99.999 99.999    0.029 0.053 0.035 0.032 0.035  C 300965
   4852.75895  9.835  9.780  9.823  9.839  9.838    0.033 0.072 0.041 0.035 0.038  A 301345
   4856.73710  9.967  9.935  9.952  9.968  9.958    0.027 0.042 0.030 0.028 0.032  A 301709
   4860.73002 10.238 10.183 10.234 10.225 10.213    0.029 0.049 0.033 0.031 0.034  A 302068
   4865.73136 99.999 99.999 99.999 99.999 99.999    0.032 0.042 0.033 0.039 0.047  C 302693
   4868.70971  9.849  9.827  9.844  9.849  9.848    0.030 0.055 0.035 0.032 0.038  A 303020
   4875.68848 10.265 10.289 10.260 10.283 10.307    0.035 0.055 0.038 0.040 0.047  A 303849
   4877.71629  9.879  9.911  9.887  9.870  9.853    0.037 0.076 0.045 0.041 0.043  A 304141
   4880.71189  9.845  9.935  9.861  9.829  9.815    0.048 0.076 0.053 0.053 0.059  D 304431
   4882.79306 10.210 10.158 10.211 10.206 10.200    0.045 0.094 0.054 0.045 0.049  B 304716
   4885.75763 10.263 10.304 10.267 10.256 10.253    0.053 0.097 0.058 0.057 0.065  D 305049
   4888.65813 10.274 10.224 10.270 10.265 10.254    0.036 0.043 0.038 0.039 0.043  A 305407
   4891.67312  9.906  9.893  9.900  9.907  9.907    0.045 0.047 0.042 0.056 0.065  D 305767
   4901.66704 10.272 10.286 10.280 10.263 10.255    0.049 0.056 0.047 0.060 0.072  D 306776
   4904.71901  9.864  9.871  9.869  9.871  9.885    0.041 0.070 0.046 0.045 0.050  A 307229
   4906.77355 10.098 10.060 10.089 10.107 10.106    0.043 0.061 0.042 0.052 0.060  D 307551
   4909.67525 10.047 10.143 10.069 10.029 10.041    0.052 0.111 0.055 0.053 0.058  B 307899
   4914.67763 10.183 10.202 10.186 10.183 10.190    0.047 0.084 0.051 0.051 0.055  B 308142
   4916.71851  9.845  9.821  9.825  9.851  9.854    0.049 0.082 0.054 0.054 0.054  B 308438
   4919.62734  9.884  9.933  9.893  9.885  9.878    0.035 0.051 0.039 0.040 0.046  A 308875
   4929.58386 10.237 10.196 10.233 10.234 10.231    0.046 0.074 0.047 0.053 0.060  D 309663
   4931.71318  9.907  9.909  9.909  9.903  9.894    0.052 0.078 0.055 0.061 0.070  D 309943
   4934.55534  9.879  9.928  9.881  9.870  9.884    0.050 0.069 0.050 0.059 0.068  D 310370
   4936.60993  9.997 10.081 10.004 10.001 10.008    0.050 0.095 0.060 0.054 0.058  B 310679
   4938.68950 10.279 10.263 10.266 10.284 10.301    0.040 0.055 0.041 0.045 0.051  A 311014
   4940.69183  9.959 10.021  9.964  9.954  9.955    0.046 0.063 0.049 0.050 0.054  A 311322
   4946.56026  9.929  9.978  9.956  9.909  9.886    0.057 0.083 0.060 0.058 0.065  D 312196
   4948.61494  9.951  9.938  9.957  9.949  9.946    0.047 0.074 0.050 0.049 0.054  A 312549
   4963.54511  9.939  9.848  9.951  9.922  9.921    0.048 0.067 0.049 0.058 0.069  D 314270
   4965.58074 10.188 10.136 10.186 10.184 10.162    0.058 0.079 0.059 0.063 0.074  D 314508
   4968.53556 10.278 10.353 10.284 10.271 10.274    0.051 0.060 0.050 0.061 0.073  D 314983
   4972.53555  9.894  9.859  9.875  9.909  9.911    0.044 0.047 0.041 0.052 0.061  D 315421
   4974.56758  9.883  9.837  9.864  9.889  9.881    0.050 0.053 0.048 0.058 0.067  D 315767
   4978.50717  9.999 10.019 10.005  9.999 10.001    0.068 0.085 0.068 0.077 0.079  D 316131
   4984.56519  9.862  9.801  9.850  9.848  9.837    0.064 0.070 0.060 0.077 0.094  D 316244
   4987.51694  9.836  9.799  9.821  9.840  9.844    0.059 0.074 0.055 0.071 0.082  D 316747
   4990.53346 10.045 10.021 10.036 10.053 10.053    0.046 0.053 0.044 0.053 0.063  D 317199
   5012.46890  9.911  9.886  9.909  9.916  9.932    0.051 0.079 0.053 0.059 0.070  D 318792
   5017.45821  9.991 10.018  9.990  9.992  9.991    0.045 0.065 0.047 0.051 0.060  D 319535
   5021.45975 10.213 10.149 10.212 10.217 10.218    0.041 0.073 0.049 0.044 0.050  A 320172
   5165.83907 10.003  9.974  9.998  9.994  9.990    0.043 0.047 0.044 0.049 0.056  A 334637
   3365.82455 10.245 10.236 10.241 10.239 10.227    0.039 0.058 0.038 0.036 0.043  A 125113
   3374.83899 10.050 10.135 10.078 10.063 10.051    0.055 0.066 0.047 0.047 0.063  D 125436
   3382.80761  9.876  9.837  9.871  9.877  9.863    0.036 0.055 0.037 0.034 0.041  A 125685
   3385.76726  9.871  9.926  9.881  9.877  9.865    0.032 0.060 0.033 0.030 0.036  A 126078
   3390.75967 10.076 10.061 10.066 10.071 10.068    0.027 0.044 0.026 0.025 0.030  A 126762
   3393.78883 10.210 10.226 10.225 10.217 10.203    0.048 0.062 0.040 0.041 0.055  B 127050
   3399.77329  9.836  9.832  9.825  9.832  9.827    0.037 0.052 0.038 0.035 0.040  A 127807
   3448.64529 10.273 10.269 10.279 10.274 10.270    0.044 0.066 0.047 0.042 0.049  B 134910
